ID,IKZ COST,NAME,ELEMENT,TYPE,SUBTYPE_1,SUBTYPE_2,SUBTYPE_3,GATE_PWR,ATK,HP,PLUS_ATK,REF_IP,REF_ID,REF_IP2,REF_ID2,RARITY,ILLUSTRATOR,E_1,E_1_TEXT,E_2,E_2_TEXT,F_TEXT,DEFINITION_TEXT,RULING_TEXT,STAMP,IMG,ALT_IMG,ROW_KEY,SOURCE_RELEASE,SOURCE_ENTRY_ID,SETS,IMAGE_URL,FIELD_SOURCE,MISSING_ALPHA_FIELDS,REVIEW_STATUS
AZK01-061,3,Firebrand Renji,Fire,Entity,Pyreskin,,,1,1,3,,Elementals,19698,,,UC,Volta,Once/Turn,"When this card takes damage from 3 different damage sources in 1 turn, deal up to 3 damage to a leader or entity in any Garden.",,,Who needs paint when you've got fire and flair?,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-061_Firebrand-Renji_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-061_Firebrand-Renji_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-061_Firebrand-Renji_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-061_Firebrand-Renji_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-062,3,Pekiro,Fire,Entity,Red Panda,Pyreskin,,2,2,1,,Elementals,12477,,,R,Hks,Once/Turn,"If this card would take damage from an ability or spell, you may redirect that damage to another entity in any Garden.",,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-062_Pekiro_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-062_Pekiro_E_R_die,alpha_master_sheet_crosswalk,S1-AZK01-062_Pekiro_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-062_Pekiro_E_R_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-063,6,Enzo,Fire,Entity,Chef,Scorchweaver,,2,3,3,,,,,,UC,Samuel Gildas,On Play in Garden Only,Deal up to 3 damage to a leader or an entity in any Garden.,,,"Keep your wrist loose, and the flavor will follow. You gotta feel the heat, not fear it.",,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-063_Enzo_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-063_Enzo_E_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-063_Enzo_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-063_Enzo_E_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-064,8,Zero,Fire,Entity,Scorchweaver,Black Jade,,2,7,7,,Azuki,87,,,SR,Pandart Studio,,"When this card enters the Garden, deal 2 damage to tall entities in each player's Garden.",,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/AZK01-064A_Zero_E_SR_Die.jpg,,azuki_tcg_official_gallery:AZK01-064A_Zero_E_SR_Die,alpha_master_sheet_crosswalk,AZK01-064A_Zero_E_SR_Die,Alpha,https://static-content.azuki.com/tcg/card_art/AZK01-064A_Zero_E_SR_Die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-064,8,Zero,Fire,Entity,Scorchweaver,Black Jade,,2,7,7,,Azuki,87,,,SR,Pandart Studio,,"When this card enters the Garden, deal 2 damage to tall entities in each player's Garden.",,,,,,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-064_Zero_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-064_Zero_E_SR_die,alpha_master_sheet_crosswalk,S1-AZK01-064_Zero_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-064_Zero_E_SR_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; PLUS_ATK; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,sheet_sourced
AZK01-065,4,Fire Orb,Fire,Spell,Scorchweaver,Orb,,,,,,,,,,C,Volta,Main,Deal up to 5 damage to a leader or an entity in any Garden.,,,,,Spell,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-065_Fire-Orb_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-065_Fire-Orb_S_C_die,alpha_master_sheet_crosswalk,S1-AZK01-065_Fire-Orb_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-065_Fire-Orb_S_C_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-066,5,Fire Storm,Fire,Spell,Scorchweaver,,,,,,,,Azuki #87*,,,UC,Samuel Gildas,Main,Deal 2 damage to all leaders and entities in each player's Garden.,,,,,Spell,Alpha,https://static-content.azuki.com/tcg/card_art/S1-AZK01-066_Firestorm_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-066_Firestorm_S_UC_die,alpha_master_sheet_crosswalk,S1-AZK01-066_Firestorm_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-066_Firestorm_S_UC_die.jpg,linked_alpha_master_sheet; official_gallery_image_url,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,sheet_sourced
AZK01-067,1,Frida,Neutral,Entity,Beanz,Painter,,1,1,1,,,,,,C,,,,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-067_Frida_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-067_Frida_E_C_die,official_gallery_completion,S1-AZK01-067_Frida_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-067_Frida_E_C_die.jpg,official_gallery_api,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; ILLUSTRATOR; E_1; E_1_TEXT; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,needs_image_credit_review
AZK01-068,1,Pip,Neutral,Entity,Beanz,,,0,1,1,,,,,,C,Nohgo,On Play,"When this card is played in the Alley, draw 1, then discard 1.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-068_Pip_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-068_Pip_E_C_die,official_gallery_completion,S1-AZK01-068_Pip_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-068_Pip_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-069,1,Link,Neutral,Entity,Beanz,,,0,1,1,,,,,,C,Nohgo,On Play,"Look at the top 5 cards of your deck, reveal up to 1 (Beanz) subtype card and add it to your hand, then bottom deck the rest in any order.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-069_Link_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-069_Link_E_C_die,official_gallery_completion,S1-AZK01-069_Link_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-069_Link_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-070,1,Mocking Dummy,Neutral,Entity,Training Dummy,,,0,0,2,,,,,,C,Twisted Hand Studio,In Garden Only Ability; Response,Tap this card and deal 1 damage to it: Reduce an opponent entity's attack by 1 until the end of your opponent's turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-070_Mocking-Dummy_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-070_Mocking-Dummy_E_C_die,official_gallery_completion,S1-AZK01-070_Mocking-Dummy_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-070_Mocking-Dummy_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-071,2,Alley Fetchduck,Neutral,Entity,Bird,,,0,1,2,,,,,,UC,Twisted Hand Studio,End of Your Turn,You may bottom deck this card: Draw 1.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-071_Alley-Fetchduck_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-071_Alley-Fetchduck_E_UC_die,official_gallery_completion,S1-AZK01-071_Alley-Fetchduck_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-071_Alley-Fetchduck_E_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-072,2,Beanz Mentor,Neutral,Entity,Beanz,Elder,,1,1,1,,,,,,R,Twisted Hand Studio,When Attacking,Give another (Beanz) subtype entity in your Garden +1 attack until the end of the turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-072_Beanz-Mentor_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-072_Beanz-Mentor_E_R_die,official_gallery_completion,S1-AZK01-072_Beanz-Mentor_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-072_Beanz-Mentor_E_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-073,3,Top Beanz,Neutral,Entity,Beanz,,,2,1,1,,,,,,C,,,"If you only have (Beanz) subtype entities in your Garden, this card has +1 attack and +1 health.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-073_Top-Beanz_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-073_Top-Beanz_E_C_die,official_gallery_completion,S1-AZK01-073_Top-Beanz_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-073_Top-Beanz_E_C_die.jpg,official_gallery_api,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; ILLUSTRATOR; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,needs_image_credit_review
AZK01-074,2,Gurugumi Vanguard,Neutral,Entity,Gurijutsu,,,0,0,2,,,,,,UC,Zhongqiu,Once/Turn; Main,This card's attack becomes the attack of an entity in your opponent's Garden until the end of the turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-074_Gurugumi-Vanguard_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-074_Gurugumi-Vanguard_E_UC_die,official_gallery_completion,S1-AZK01-074_Gurugumi-Vanguard_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-074_Gurugumi-Vanguard_E_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-075,4,Drunken Brewmaster,Neutral,Entity,Brewmaster,Elder,,1,2,2,,,,,,C,Avo,Once/Turn,You may sacrifice 2 (Beanz) subtype entities in your Garden: This card gets +2 attack and +2 health until the end of the turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-075_Drunken-Brewmaster_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-075_Drunken-Brewmaster_E_C_die,official_gallery_completion,S1-AZK01-075_Drunken-Brewmaster_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-075_Drunken-Brewmaster_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-076,3,Hōren of Two Paths,Neutral,Entity,Fatedealer,Monk,,1,1,2,,,,,,C,Aaron,On Play,"Your opponent chooses 1:
- This entity gains Charge (Can attack the same turn it enters the Garden) until the end of the turn.
- Heal 2 to your leader.",,,,Charge,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-076_Horen-of-Two-Paths_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-076_Horen-of-Two-Paths_E_C_die,official_gallery_completion,S1-AZK01-076_Horen-of-Two-Paths_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-076_Horen-of-Two-Paths_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-077,3,Stalking Assassin,Neutral,Entity,Assassin,Steelborn,,2,2,2,,,,,,C,Twisted Hand Studio,,This card can only attack leaders.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-077_Stalking-Assassin_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-077_Stalking-Assassin_E_C_die,official_gallery_completion,S1-AZK01-077_Stalking-Assassin_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-077_Stalking-Assassin_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-078,4,Fermented Beanz,Neutral,Entity,Beanz,,,2,2,2,,,,,,C,Avo,When Destroyed,Deal 1 damage to a leader or an entity in your opponent's Garden.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-078_Fermented-Beanz_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-078_Fermented-Beanz_E_C_die,official_gallery_completion,S1-AZK01-078_Fermented-Beanz_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-078_Fermented-Beanz_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-079,6,Gin and Tonika,Neutral,Entity,Fatedealer,,,3,3,4,,,,,,SR ★,Tomugi,On Play,Your opponent chooses 1: You draw 2 or deal 3 damage to their leader.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-079A_Gin-and-Tonika_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-079A_Gin-and-Tonika_E_SR_die,official_gallery_completion,S1-AZK01-079A_Gin-and-Tonika_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-079A_Gin-and-Tonika_E_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-079,6,Gin and Tonika,Neutral,Entity,Fatedealer,,,3,3,4,,,,,,SR,Tomugi,On Play,Your opponent chooses 1: You draw 2 or deal 3 damage to their leader.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-079_Gin-and-Tonika_E_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-079_Gin-and-Tonika_E_SR_die,official_gallery_completion,S1-AZK01-079_Gin-and-Tonika_E_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-079_Gin-and-Tonika_E_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-080,5,Bladebound Ally,Neutral,Entity,Invigorate,Samurai,,3,3,2,,,,,,R,Pandart Studio,On Play,"If this card is played in the Garden, give another entity in your Garden +2 attack until the end of the turn.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-080_Bladebound-Ally_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-080_Bladebound-Ally_E_R_die,official_gallery_completion,S1-AZK01-080_Bladebound-Ally_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-080_Bladebound-Ally_E_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-081,5,Gurugumi Mentor,Neutral,Entity,Gurijutsu,,,2,3,3,,,,,,C,Skycrow,,"When this card is in your deck, it has all subtypes.",,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-081_Gurugumi-Mentor_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-081_Gurugumi-Mentor_E_C_die,official_gallery_completion,S1-AZK01-081_Gurugumi-Mentor_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-081_Gurugumi-Mentor_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_1; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-082,5,Black Jade Brawler,Neutral,Entity,Black Jade,Brawler,Steelborn,2,3,2,,,,,,UC,Twisted Hand Studio,Charge,"Charge (Can attack the same turn it enters the Garden),",,,,Charge,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-082_Black-Jade-Brawler_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-082_Black-Jade-Brawler_E_UC_die,official_gallery_completion,S1-AZK01-082_Black-Jade-Brawler_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-082_Black-Jade-Brawler_E_UC_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-083,4,Gurugumi Imitator,Neutral,Entity,Gurijutsu,,,1,2,2,,,,,,R,Skycrow,Once/Turn; Main,This card gets the card text of another (Neutral) card in your Garden until the end of your turn.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-083_Gurugumi-Imitator_E_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-083_Gurugumi-Imitator_E_R_die,official_gallery_completion,S1-AZK01-083_Gurugumi-Imitator_E_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-083_Gurugumi-Imitator_E_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-084,2,Good Enough Replica,Neutral,Spell,Trickster,,,,,,,,,,,C,Twisted Hand Studio,Main,Return a (Neutral) entity card with a cost of 6 or less from your discard pile to your hand.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-084_Good-Enough-Replica_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-084_Good-Enough-Replica_S_C_die,official_gallery_completion,S1-AZK01-084_Good-Enough-Replica_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-084_Good-Enough-Replica_S_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-085,3,Invigorating Concoction,Neutral,Spell,Beanz,Invigorate,,,,,,,,,,C,Nick Oji,Main; Response,Give an entity in your Garden +2 attack until the end of the turn.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-085_Invigorating-Concoction_S_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-085_Invigorating-Concoction_S_C_die,official_gallery_completion,S1-AZK01-085_Invigorating-Concoction_S_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-085_Invigorating-Concoction_S_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-086,4,Forging Tricks,Neutral,Spell,Steelborn,Trickster,,,,,,,,,,UC,Twisted Hand Studio,Main,"You may place up to 5 (Weapon) cards from your discard pile to the bottom of your deck in any order: Until the end of the turn, give your leader +1 attack for each card you bottom decked.",,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-086_Forging-Tricks_S_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-086_Forging-Tricks_S_UC_die,official_gallery_completion,S1-AZK01-086_Forging-Tricks_S_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-086_Forging-Tricks_S_UC_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-087,4,Mizuryuu's Torrent,Water,Spell,Mizuryuu,,,,,,,,,,,SR ★,Twisted Hand Studio,Main,Put up to 2 entities with a combined cost of 5 or less in your opponent's Garden to the bottom of their owner's deck in any order.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-087A_Mizuryuus-Torrent_S_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-087A_Mizuryuus-Torrent_S_SR_die,official_gallery_completion,S1-AZK01-087A_Mizuryuus-Torrent_S_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-087A_Mizuryuus-Torrent_S_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-087,4,Mizuryuu's Torrent,Water,Spell,Mizuryuu,,,,,,,,,,,SR,Pandart Studio,Main,Put up to 2 entities with a combined cost of 5 or less in your opponent's Garden to the bottom of their owner's deck in any order.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-087_Mizuryuus-Torrent_S_SR_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-087_Mizuryuus-Torrent_S_SR_die,official_gallery_completion,S1-AZK01-087_Mizuryuus-Torrent_S_SR_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-087_Mizuryuus-Torrent_S_SR_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-088,6,Pulled Under,Water,Spell,Watercrafting,,,,,,,,,,,R,Twisted Hand Studio,Main,Put an entity with a 7 cost or less in your opponent's Garden to the bottom of its owner's deck.,,,,,Spell,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-088_Pulled-Under_S_R_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-088_Pulled-Under_S_R_die,official_gallery_completion,S1-AZK01-088_Pulled-Under_S_R_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-088_Pulled-Under_S_R_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_2; SUBTYPE_3; GATE_PWR; ATK; HP; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; ALT_IMG,image_credit_read
AZK01-089,7,Mizuryuu Fist Master,Water,Entity,Frog,Mizuryuu,Watercrafting,3,5,5,,,,,,UC,Pandart Studio,In Alley Only Ability; Main,You may bottom deck this card: Put up to 2 entity cards with a combined cost of 5 or less in your opponent's Garden to the bottom of their owner's deck in any order.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-089_Mizuryuu-Fist-Master_E_UC_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-089_Mizuryuu-Fist-Master_E_UC_die,official_gallery_completion,S1-AZK01-089_Mizuryuu-Fist-Master_E_UC_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-089_Mizuryuu-Fist-Master_E_UC_die.jpg,official_gallery_api; image_view_illustrator,PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
AZK01-090,5,Priestess of the Mists,Water,Entity,Priestess,Wavecaller,,2,3,3,,,,,,C,Twisted Hand Studio,On Play,You may return an entity with a cost of 2 cost or less in your Garden to your hand.,,,,,,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-090_Priestess-of-the-Mists_E_C_die.jpg,,azuki_tcg_official_gallery:S1-AZK01-090_Priestess-of-the-Mists_E_C_die,official_gallery_completion,S1-AZK01-090_Priestess-of-the-Mists_E_C_die,Booster,https://static-content.azuki.com/tcg/card_art/S1-AZK01-090_Priestess-of-the-Mists_E_C_die.jpg,official_gallery_api; image_view_illustrator,SUBTYPE_3; PLUS_ATK; REF_IP; REF_ID; REF_IP2; REF_ID2; E_2; E_2_TEXT; F_TEXT; DEFINITION_TEXT; RULING_TEXT; ALT_IMG,image_credit_read
